"Occurrences","Word","Length","Freq_HAL","Log_Freq_HAL"
"1","deduce","6","805","6.691"
"1","deduced","7","568","6.342"
"1","deducing","8","52","3.951"
"1","deductibility","13","65","4.174"
"1","deductions","10","1,575","7.362"
"1","deductive","9","513","6.240"
"1","deem","4","1,103","7.006"
"1","deeming","7","64","4.159"
"1","deeper","6","7,003","8.854"
"1","deepest","7","1,545","7.343"
"1","deerskins","9","0","0.000"
"1","defacement","10","27","3.296"
"1","defacing","8","61","4.111"
"1","defamation","10","669","6.506"
"1","defame","6","417","6.033"
"1","defeated","8","4,556","8.424"
"1","defeatists","10","6","1.792"
"1","defend","6","15,251","9.632"
"1","defenders","9","3,221","8.077"
"1","defends","7","743","6.611"
"1","defer","5","762","6.636"
"1","deferent","8","8","2.079"
"1","deferents","9","0","0.000"
"1","deferments","10","57","4.043"
"1","deferred","8","739","6.605"
"1","defiant","7","1,114","7.016"
"1","deficient","9","887","6.788"
"1","deficit","7","8,131","9.003"
"1","defile","6","175","5.165"
"1","define","6","24,310","10.099"
"1","defining","8","5,563","8.624"
"1","definitely","10","34,229","10.441"
"1","definitive","10","4,030","8.302"
"1","deflation","9","149","5.004"
"1","deformational","13","1","0.000"
"1","deformities","11","151","5.017"
"1","defroster","9","122","4.804"
"1","defuse","6","236","5.464"
"1","defy","4","1,119","7.020"
"1","degenerate","10","1,032","6.939"
"1","degrade","7","1,194","7.085"
"1","degree","6","42,088","10.648"
"1","degrees","7","18,124","9.805"
"1","dehumanization","14","95","4.554"
"1","dehumanize","10","119","4.779"
"1","dehydrated","10","348","5.852"
"1","dehydration","11","441","6.089"
"1","deification","11","64","4.159"
"1","deigned","7","48","3.871"
"1","deject","6","2","0.693"
"1","dejectedly","10","53","3.970"
"1","Delaware","8","3,691","8.214"
"1","delayed","7","4,977","8.513"
"1","delectable","10","196","5.278"
"1","deleterious","11","348","5.852"
"1","Delhi","5","2,877","7.965"
"1","delicacy","8","248","5.513"
"1","delicate","8","2,797","7.936"
"1","deliciously","11","261","5.565"
"1","delighted","9","2,284","7.734"
"1","delightfully","12","328","5.793"
"1","delights","8","639","6.460"
"1","delineating","11","79","4.369"
"1","deliverance","11","1,020","6.928"
"1","deliveryman","11","15","2.708"
"1","deloused","8","10","2.303"
"1","Delphi","6","10,226","9.233"
"1","deltoids","8","59","4.078"
"1","deluged","7","210","5.347"
"1","delve","5","612","6.417"
"1","demagnetize","11","16","2.773"
"1","demeans","7","62","4.127"
"1","demilitarize","12","13","2.565"
"1","democracies","11","747","6.616"
"1","democracy","9","16,987","9.740"
"1","democratic","10","14,820","9.604"
"1","demographic","11","1,232","7.116"
"1","demography","10","126","4.836"
"1","demolish","8","406","6.006"
"1","demolished","10","592","6.384"
"1","demolition","10","2,249","7.718"
"1","demonic","7","13,300","9.496"
"1","demonstrate","11","9,563","9.166"
"1","demonstrators","13","745","6.613"
"1","demoralized","11","125","4.828"
"1","demoralizes","11","6","1.792"
"1","demoralizing","12","72","4.277"
"1","demotion","8","463","6.138"
"1","demure","6","142","4.956"
"1","demystify","9","47","3.850"
"1","demythologizing","15","8","2.079"
"1","denials","7","520","6.254"
"1","denier","6","158","5.063"
"1","denigrate","9","446","6.100"
"1","denim","5","581","6.365"
"1","denizen","7","580","6.363"
"1","denominate","10","3","1.099"
"1","denominational","14","165","5.106"
"1","denominator","11","1,127","7.027"
"1","denoting","8","292","5.677"
"1","denounced","9","907","6.810"
"1","densities","9","543","6.297"
"1","dent","4","2,465","7.810"
"1","dental","6","5,573","8.626"
"1","dentist's","9","137","4.920"
"1","dentists","8","677","6.518"
"1","dentures","8","192","5.257"
"1","denunciate","10","0","0.000"
"1","denying","7","4,085","8.315"
"1","deodorant","9","177","5.176"
"1","deodorize","9","5","1.609"
"1","departing","9","790","6.672"
"1","department's","12","914","6.818"
"1","departmental","12","1,139","7.038"
"1","departs","7","377","5.932"
"1","departure","9","3,732","8.225"
"1","departures","10","320","5.768"
"1","depended","8","1,132","7.032"
"1","dependence","10","1,603","7.380"
"1","dependent","9","9,014","9.107"
"1","depersonalization","17","223","5.407"
"1","depicted","8","1,626","7.394"
"1","depilatory","10","18","2.890"
"1","deplane","7","8","2.079"
"1","deplorable","10","324","5.781"
"1","deplorably","10","11","2.398"
"1","deploy","6","1,478","7.298"
"1","deployed","8","1,690","7.432"
"1","depopulate","10","9","2.197"
"1","deportation","11","656","6.486"
"1","deportee","8","13","2.565"
"1","depositor","9","31","3.434"
"1","depositors","10","245","5.501"
"1","depot","5","1,453","7.281"
"1","depraved","8","474","6.161"
"1","depravities","11","8","2.079"
"1","depravity","9","306","5.724"
"1","deprecate","9","49","3.892"
"1","deprecatory","11","13","2.565"
"1","depreciation","12","681","6.524"
"1","depreciatory","12","0","0.000"
"1","depredations","12","79","4.369"
"1","deprivations","12","66","4.190"
"1","deprive","7","1,086","6.990"
"1","depriving","9","531","6.275"
"1","depth","5","12,604","9.442"
"1","deputize","8","10","2.303"
"1","deputy's","8","6","1.792"
"1","derail","6","271","5.602"
"1","derailment","10","84","4.431"
"1","derails","7","17","2.833"
"1","derby","5","1,372","7.224"
"1","derelict","8","179","5.187"
"1","deride","6","172","5.147"
"1","derivation","10","880","6.780"
"1","deriving","8","582","6.366"
"1","dermatology","11","183","5.209"
"1","derogatory","10","1,840","7.518"
"1","desalinize","10","0","0.000"
"1","Descartes","9","717","6.575"
"1","described","9","31,649","10.362"
"1","describes","9","11,727","9.370"
"1","description","11","48,795","10.795"
"1","desecrate","9","112","4.718"
"1","desensitization","15","124","4.820"
"1","desert","6","17,569","9.774"
"1","deserted","8","1,047","6.954"
"1","deserts","7","846","6.741"
"1","deserve","7","11,987","9.392"
"1","deserved","8","3,138","8.051"
"1","deserves","8","6,860","8.833"
"1","deserving","9","1,677","7.425"
"1","design","6","110,689","11.614"
"1","designate","9","1,127","7.027"
"1","designates","10","430","6.064"
"1","designed","8","43,004","10.669"
"1","designers","9","6,353","8.757"
"1","designs","7","12,257","9.414"
"1","desk","4","13,624","9.520"
"1","desolation","10","342","5.835"
"1","despair","7","3,879","8.263"
"1","desperado","9","148","4.997"
"1","desperate","9","7,423","8.912"
"1","despicable","10","860","6.757"
"1","despised","8","698","6.548"
"1","despising","9","77","4.344"
"1","despoiled","9","29","3.367"
"1","despoiling","10","10","2.303"
"1","despondency","11","35","3.555"
"1","despot","6","248","5.513"
"1","dessert","7","1,385","7.233"
"1","desserts","8","586","6.373"
"1","dessertspoon","12","11","2.398"
"1","destine","7","70","4.248"
"1","destructive","11","4,735","8.463"
"1","desynchronizing","15","0","0.000"
"1","detachment","10","968","6.875"
"1","detailed","8","21,090","9.957"
"1","detect","6","9,142","9.121"
"1","detectable","10","809","6.696"
"1","detection","9","5,901","8.683"
"1","detective","9","4,312","8.369"
"1","detectors","9","1,474","7.296"
"1","detente","7","86","4.454"
"1","detention","9","1,965","7.583"
"1","detergent","9","791","6.673"
"1","deterioration","13","1,130","7.030"
"1","determinability","15","1","0.000"
"1","determinate","11","105","4.654"
"1","determinations","14","407","6.009"
"1","determine","9","25,579","10.150"
"1","determined","10","16,292","9.698"
"1","deterrent","9","864","6.762"
"1","detestable","10","136","4.913"
"1","detested","8","105","4.654"
"1","dethrone","8","154","5.037"
"1","detonate","8","2,243","7.716"
"1","detonation","10","523","6.260"
"1","detonator","9","292","5.677"
"1","detractor","9","43","3.761"
"1","Detroit","7","8,041","8.992"
"1","devaluate","9","18","2.890"
"1","devastate","9","227","5.425"
"1","developing","10","27,023","10.204"
"1","development","11","130,333","11.778"
"1","developmental","13","1,626","7.394"
"1","deviancy","8","70","4.248"
"1","deviant","7","618","6.426"
"1","deviating","9","146","4.984"
"1","deviations","10","740","6.607"
"1","devil's","7","1,934","7.567"
"1","devilish","8","250","5.521"
"1","devilry","7","6","1.792"
"1","devious","7","901","6.804"
"1","devise","6","1,122","7.023"
"1","devisee","7","3","1.099"
"1","devitalize","10","8","2.079"
"1","devote","6","1,752","7.469"
"1","devoted","7","9,552","9.165"
"1","devotedly","9","24","3.178"
"1","devoured","8","370","5.914"
"1","devout","6","809","6.696"
"1","devoutly","8","107","4.673"
"1","Dewey","5","921","6.825"
"1","dewy","4","73","4.290"
"1","Dexedrine","9","96","4.564"
"1","diabetes","8","5,305","8.576"
"1","diabolical","10","431","6.066"
"1","diacritical","11","162","5.088"
"1","diagnostic","10","3,749","8.229"
"1","diagonal","8","1,275","7.151"
"1","diagonalizable","14","1","0.000"
"1","diagonals","9","140","4.942"
"1","dial","4","12,970","9.470"
"1","dialect","7","2,269","7.727"
"1","dialectal","9","21","3.045"
"1","dialectically","13","7","1.946"
"1","dialectics","10","63","4.143"
"1","dialing","7","3,388","8.128"
"1","diametrical","11","4","1.386"
"1","diametrically","13","308","5.730"
"1","diamonds","8","2,489","7.820"
"1","Diane","5","5,584","8.628"
"1","diarrhoea","9","124","4.820"
"1","diatribe","8","861","6.758"
"1","dichotomy","9","797","6.681"
"1","dictator","8","1,437","7.270"
"1","dictionaries","12","1,947","7.574"
"1","dictionary's","12","30","3.401"
"1","dictum","6","250","5.521"
"1","did","3","382,593","12.855"
"1","didn't","6","210,919","12.259"
"1","die","3","67,931","11.126"
"1","diesel","6","3,272","8.093"
"1","dietetic","8","70","4.248"
"1","diets","5","1,605","7.381"
"1","difference","10","74,565","11.219"
"1","differences","11","23,533","10.066"
"1","differentiating","15","311","5.740"
"1","difficulties","12","5,784","8.663"
"1","diffract","8","5","1.609"
"1","diffuses","8","93","4.533"
"1","diffusion","9","1,060","6.966"
"1","dig","3","8,929","9.097"
"1","digestible","10","167","5.118"
"1","digestive","9","1,081","6.986"
"1","digger","6","352","5.864"
"1","digit","5","3,336","8.113"
"1","digitalization","14","8","2.079"
"1","dignitaries","11","163","5.094"
"1","Dijon","5","196","5.278"
"1","dilate","6","111","4.710"
"1","dilation","8","597","6.392"
"1","diligent","8","510","6.234"
"1","diligently","10","562","6.332"
"1","dilute","6","906","6.809"
"1","diluted","7","891","6.792"
"1","dim","3","4,289","8.364"
"1","dimension","9","6,519","8.782"
"1","dimensional","11","2,343","7.759"
"1","dimensionally","13","86","4.454"
"1","diminish","8","1,295","7.166"
"1","diminishes","10","462","6.136"
"1","dined","5","146","4.984"
"1","dines","5","39","3.664"
"1","dingy","5","220","5.394"
"1","dining","6","2,670","7.890"
"1","dinky","5","395","5.979"
"1","diocesan","8","74","4.304"
"1","diocese","7","382","5.945"
"1","diphthong","9","75","4.317"
"1","diploma","7","1,486","7.304"
"1","diplomacy","9","3,413","8.135"
"1","dipole","6","560","6.328"
"1","dipoles","7","210","5.347"
"1","dipper","6","236","5.464"
"1","dipstick","8","164","5.100"
"1","dipswitch","9","40","3.689"
"1","dire","4","4,069","8.311"
"1","directing","9","2,560","7.848"
"1","directions","10","11,880","9.383"
"1","directive","9","2,156","7.676"
"1","directivity","11","21","3.045"
"1","directorate","11","784","6.664"
"1","directorship","12","80","4.382"
"1","directs","7","1,102","7.005"
"1","disable","7","7,620","8.939"
"1","disaffect","9","1","0.000"
"1","disaffected","11","173","5.153"
"1","disaffiliate","12","0","0.000"
"1","disagreeable","12","205","5.323"
"1","disappearance","13","1,421","7.259"
"1","disappeared","11","6,157","8.725"
"1","disappearing","12","1,517","7.324"
"1","disappears","10","2,267","7.726"
"1","disappointing","13","2,057","7.629"
"1","disapprove","10","725","6.586"
"1","disarranged","11","2","0.693"
"1","disassemble","11","550","6.310"
"1","disband","7","258","5.553"
"1","disbelieved","11","59","4.078"
"1","disbursements","13","87","4.466"
"1","discern","7","1,056","6.962"
"1","discernable","11","312","5.743"
"1","discerned","9","204","5.318"
"1","discerning","10","494","6.203"
"1","discernment","11","274","5.613"
"1","disclosures","11","284","5.649"
"1","disco","5","1,991","7.596"
"1","discolors","9","16","2.773"
"1","disconcertingly","15","16","2.773"
"1","disconnect","10","2,700","7.901"
"1","disconsolate","12","15","2.708"
"1","discontinuance","14","72","4.277"
"1","discordance","11","11","2.398"
"1","discorporate","12","7","1.946"
"1","discourage","10","2,760","7.923"
"1","discourses","10","357","5.878"
"1","discovered","10","20,066","9.907"
"1","discoverer","10","222","5.403"
"1","discoveries","11","1,805","7.498"
"1","discretion","10","3,145","8.054"
"1","discretionary","13","754","6.625"
"1","discriminate","12","2,008","7.605"
"1","discriminatory","14","1,110","7.012"
"1","discursiveness","14","0","0.000"
"1","discussed","9","21,002","9.952"
"1","discusses","9","4,639","8.442"
"1","discussions","11","25,851","10.160"
"1","disease","7","23,168","10.051"
"1","diseases","8","6,487","8.778"
"1","disembarkation","14","10","2.303"
"1","disembody","9","10","2.303"
"1","disenchant","10","2,091","7.645"
"1","disenfranchisement","18","71","4.263"
"1","disengagement","13","84","4.431"
"1","disentanglement","15","4","1.386"
"1","disestablishment","16","32","3.466"
"1","disgrace","8","1,264","7.142"
"1","disgruntle","10","3","1.099"
"1","disgruntled","11","828","6.719"
"1","disgusting","10","4,754","8.467"
"1","disharmonious","13","13","2.565"
"1","disharmony","10","1,105","7.008"
"1","dishearten","10","10","2.303"
"1","dished","6","202","5.308"
"1","dishes","6","3,411","8.135"
"1","dishevelled","11","66","4.190"
"1","dishful","7","0","0.000"
"1","dishonest","9","3,174","8.063"
"1","disillusioned","13","409","6.014"
"1","disillusioning","14","14","2.639"
"1","disillusionment","15","181","5.198"
"1","disincentive","12","205","5.323"
"1","disinclination","14","26","3.258"
"1","disinfection","12","173","5.153"
"1","disintegrating","14","174","5.159"
"1","disintegrative","14","6","1.792"
"1","disinterested","13","496","6.207"
"1","disjoint","8","180","5.193"
"1","dislike","7","5,309","8.577"
"1","disliked","8","1,083","6.987"
"1","dismantle","9","715","6.572"
"1","dismay","6","987","6.895"
"1","dismemberment","13","195","5.273"
"1","dismissal","9","870","6.768"
"1","dismount","8","371","5.916"
"1","disoblige","9","0","0.000"
"1","disordered","10","199","5.293"
"1","disorders","9","3,889","8.266"
"1","disorientation","14","226","5.421"
"1","disoriented","11","414","6.026"
"1","disowned","8","211","5.352"
"1","disparage","9","384","5.951"
"1","disparagement","13","72","4.277"
"1","disparities","11","291","5.673"
"1","dispassionate","13","229","5.434"
"1","dispatch","8","1,578","7.364"
"1","dispatched","10","646","6.471"
"1","dispatches","10","224","5.412"
"1","dispensary","10","41","3.714"
"1","dispensation","12","344","5.841"
"1","dispersion","10","480","6.174"
"1","dispirit","8","0","0.000"
"1","display","7","48,971","10.799"
"1","displaying","10","4,151","8.331"
"1","displease","9","63","4.143"
"1","dispossession","13","26","3.258"
"1","disproportion","13","17","2.833"
"1","disputable","10","113","4.727"
"1","disputant","9","4","1.386"
"1","disquieting","11","118","4.771"
"1","disremember","11","17","2.833"
"1","disreputable","12","249","5.517"
"1","disrepute","9","110","4.700"
"1","disrespect","10","1,251","7.132"
"1","disrobe","7","64","4.159"
"1","disrupted","9","710","6.565"
"1","disrupting","10","3,152","8.056"
"1","disruptions","11","188","5.236"
"1","disrupts","8","213","5.361"
"1","dissatisfaction","15","623","6.435"
"1","dissatisfactions","16","5","1.609"
"1","dissect","7","283","5.645"
"1","disseminate","11","936","6.842"
"1","disseminated","12","557","6.323"
"1","disseminating","13","427","6.057"
"1","dissension","10","213","5.361"
"1","dissenter","9","38","3.638"
"1","dissenting","10","493","6.201"
"1","dissident","9","1,232","7.116"
"1","dissipating","11","99","4.595"
"1","dissociated","11","105","4.654"
"1","dissolution","11","707","6.561"
"1","dissolutions","12","12","2.485"
"1","dissolved","9","1,647","7.407"
"1","dissonance","10","358","5.881"
"1","dissuade","8","431","6.066"
"1","distemper","9","165","5.106"
"1","distend","7","10","2.303"
"1","distilled","9","828","6.719"
"1","distinct","8","7,191","8.881"
"1","distinction","11","7,805","8.963"
"1","distinctions","12","1,374","7.225"
"1","distinguish","11","5,239","8.564"
"1","distinguishable","15","383","5.948"
"1","distortions","11","1,146","7.044"
"1","distracted","10","1,557","7.351"
"1","distractedly","12","22","3.091"
"1","distress","8","2,032","7.617"
"1","distressed","10","660","6.492"
"1","distribution","12","41,272","10.628"
"1","distributor's","13","71","4.263"
"1","disturb","7","1,394","7.240"
"1","disturber","9","14","2.639"
"1","disunite","8","0","0.000"
"1","ditch","5","1,735","7.459"
"1","ditties","7","75","4.317"
"1","ditty","5","288","5.663"
"1","diurnal","7","100","4.605"
"1","divan","5","91","4.511"
"1","divans","6","0","0.000"
"1","diverge","7","380","5.940"
"1","divergent","9","621","6.431"
"1","divers","6","1,896","7.548"
"1","diversified","11","921","6.825"
"1","diversion","9","1,852","7.524"
"1","diversionary","12","125","4.828"
"1","diversity","9","6,950","8.846"
"1","divert","6","1,134","7.034"
"1","diverted","8","766","6.641"
"1","divestiture","11","55","4.007"
"1","divider","7","375","5.927"
"1","divination","10","351","5.861"
"1","divingboard","11","0","0.000"
"1","divining","8","102","4.625"
"1","divinities","10","28","3.332"
"1","division","8","35,084","10.466"
"1","divulge","7","498","6.211"
"1","divvy","5","52","3.951"
"1","dizziness","9","536","6.284"
"1","dizzy","5","1,907","7.553"
"1","do","2","1,360,645","14.123"
"1","docket","6","326","5.787"
"1","doctorate","9","1,010","6.918"
"1","doctored","8","267","5.587"
"1","doctors","7","12,424","9.427"
"1","doctrine","8","5,731","8.654"
"1","document","8","57,743","10.964"
"1","documentary","11","3,497","8.160"
"1","documentation","13","34,150","10.439"
"1","documents","9","34,869","10.459"
"1","dodged","6","323","5.778"
"1","Dodgers","7","816","6.704"
"1","dodging","7","845","6.739"
"1","dogged","6","226","5.421"
"1","doggone","7","90","4.500"
"1","dogmatism","9","98","4.585"
"1","dogmatize","9","10","2.303"
"1","dogtrot","7","0","0.000"
"1","doily","5","23","3.135"
"1","dole","4","6,478","8.776"
"1","doleful","7","12","2.485"
"1","doll","4","5,685","8.646"
"1","dollar","6","23,916","10.082"
"1","dollhouse","9","95","4.554"
"1","dollop","6","144","4.970"
"1","dolorous","8","10","2.303"
"1","dolphins","8","1,614","7.386"
"1","domain","6","23,877","10.081"
"1","domicile","8","188","5.236"
"1","domiciled","9","47","3.850"
"1","dominating","10","843","6.737"
"1","domineer","8","2","0.693"
"1","Dominic","7","957","6.864"
"1","domino","6","1,228","7.113"
"1","donates","7","303","5.714"
"1","donating","8","743","6.611"
"1","done","4","173,968","12.067"
"1","donned","6","197","5.283"
"1","donor","5","1,698","7.437"
"1","donors","6","1,076","6.981"
"1","doo","3","1,016","6.924"
"1","dooms","5","152","5.024"
"1","Doomsday","8","1,001","6.909"
"1","doorbell","8","530","6.273"
"1","doorframe","9","49","3.892"
"1","doorkeeper","10","22","3.091"
"1","doornail","8","40","3.689"
"1","dopey","5","346","5.846"
"1","Doppler","7","724","6.585"
"1","Doric","5","72","4.277"
"1","dosages","7","540","6.292"
"1","dossier","7","481","6.176"
"1","dots","4","2,767","7.926"
"1","dotted","6","654","6.483"
"1","dotting","7","41","3.714"
"1","doubt","5","48,652","10.792"
"1","doubted","7","780","6.659"
"1","doubtful","8","1,911","7.555"
"1","doubtingly","10","0","0.000"
"1","douche","6","234","5.455"
"1","doughnut","8","484","6.182"
"1","doughy","6","44","3.784"
"1","dourly","6","3","1.099"
"1","doused","6","134","4.898"
"1","Dover","5","1,437","7.270"
"1","dowdy","5","253","5.533"
"1","dower","5","105","4.654"
"1","down","4","293,731","12.590"
"1","downfall","8","994","6.902"
"1","downhearted","11","7","1.946"
"1","downing","7","579","6.361"
"1","downpayment","11","121","4.796"
"1","downstage","9","15","2.708"
"1","downtalking","11","1","0.000"
"1","downtown","8","6,886","8.837"
"1","dozens","6","6,226","8.736"
"1","Draco","5","461","6.133"
"1","drafted","7","1,858","7.527"
"1","draftee","7","39","3.664"
"1","draftees","8","50","3.912"
"1","drafters","8","123","4.812"
"1","drafting","8","1,997","7.599"
"1","drafts","6","1,222","7.108"
"1","drag","4","11,908","9.385"
"1","dragged","7","3,284","8.097"
"1","dragnet","7","179","5.187"
"1","drainage","8","613","6.418"
"1","drained","7","1,698","7.437"
"1","drake","5","6,539","8.786"
"1","dramatic","8","5,921","8.686"
"1","dramatist","9","55","4.007"
"1","dramatists","10","55","4.007"
"1","dramatize","9","87","4.466"
"1","drank","5","2,224","7.707"
"1","drape","5","197","5.283"
"1","draperies","9","32","3.466"
"1","drapers","7","9","2.197"
"1","drastically","11","2,304","7.742"
"1","draught","7","329","5.796"
"1","drawback","8","2,044","7.623"
"1","drawing","7","14,502","9.582"
"1","drawling","8","6","1.792"
"1","draws","5","4,098","8.318"
"1","dread","5","2,492","7.821"
"1","dreadnought","11","391","5.969"
"1","dream","5","32,423","10.387"
"1","dreamboat","9","44","3.784"
"1","dreamed","7","2,961","7.993"
"1","dreamt","6","798","6.682"
"1","dreary","6","408","6.011"
"1","drench","6","62","4.127"
"1","dress","5","12,384","9.424"
"1","dressers","8","112","4.718"
"1","dried","5","4,283","8.362"
"1","drift","5","3,322","8.108"
"1","driftwood","9","252","5.529"
"1","drilling","8","1,702","7.440"
"1","drink","5","19,872","9.897"
"1","drinkable","9","202","5.308"
"1","drinker","7","596","6.390"
"1","drinking","8","10,923","9.299"
"1","drive","5","171,708","12.054"
"1","driven","6","10,405","9.250"
"1","driver's","8","2,234","7.712"
"1","driveway","8","1,147","7.045"
"1","drizzling","9","19","2.944"
"1","drool","5","1,146","7.044"
"1","droplet","7","148","4.997"
"1","dropouts","8","346","5.846"
"1","dropped","7","19,263","9.866"
"1","droppings","9","346","5.846"
"1","drops","5","7,542","8.928"
"1","dropsy","6","32","3.466"
"1","droughts","8","154","5.037"
"1","droves","6","362","5.892"
"1","drowning","8","1,439","7.272"
"1","drowse","6","7","1.946"
"1","drowsing","8","9","2.197"
"1","drugging","8","90","4.500"
"1","drugstore","9","337","5.820"
"1","druid","5","9,723","9.182"
"1","drumhead","8","72","4.277"
"1","drummed","7","177","5.176"
"1","drummer","7","3,855","8.257"
"1","drummers","8","827","6.718"
"1","drunkards","9","57","4.043"
"1","drunken","7","1,583","7.367"
"1","drunkenness","11","215","5.371"
"1","drunker","7","38","3.638"
"1","dryad","5","243","5.493"
"1","dryly","5","109","4.691"
"1","dryness","7","257","5.549"
"1","dubious","7","2,144","7.670"
"1","Dublin","6","3,772","8.235"
"1","ducat","5","65","4.174"
"1","duchess","7","572","6.349"
"1","duckbill","8","14","2.639"
"1","ducked","6","441","6.089"
"1","ducking","7","653","6.482"
"1","ducky","5","215","5.371"
"1","duct","4","1,101","7.004"
"1","ductwork","8","69","4.234"
"1","dud","3","409","6.014"
"1","duds","4","227","5.425"
"1","due","3","100,775","11.521"
"1","dueling","7","246","5.505"
"1","dueller","7","1","0.000"
"1","duels","5","290","5.670"
"1","duet","4","992","6.900"
"1","dulcimer","8","359","5.883"
"1","dullness","8","84","4.431"
"1","Dumas","5","387","5.958"
"1","dummy","5","3,449","8.146"
"1","dump","4","10,072","9.218"
"1","dumps","5","2,064","7.632"
"1","dunderhead","10","28","3.332"
"1","dung","4","1,175","7.069"
"1","dunk","4","1,068","6.974"
"1","duodenum","8","37","3.611"
"1","duplex","6","1,370","7.223"
"1","duplicity","9","384","5.951"
"1","duress","6","307","5.727"
"1","dusky","5","90","4.500"
"1","dust","4","18,645","9.833"
"1","dustbin","7","221","5.398"
"1","dustcoat","8","0","0.000"
"1","dusted","6","297","5.694"
"1","Dutchman","8","344","5.841"
"1","dwarfed","7","148","4.997"
"1","dwelling","8","864","6.762"
"1","dwellings","9","226","5.421"
"1","dwelt","5","170","5.136"
"1","dwindling","9","422","6.045"
"1","dye","3","1,750","7.467"
"1","dyestuff","8","4","1.386"
"1","dynamical","9","633","6.450"
"1","dynamically","11","3,071","8.030"
"1","dynamism","8","133","4.890"
"1","dysentery","9","41","3.714"
"1","dyspeptic","9","10","2.303"
"1","eagle's","7","377","5.932"
"1","eagles","6","2,807","7.940"
"1","ear","3","11,312","9.334"
"1","eardrums","8","77","4.344"
"1","earlier","7","40,303","10.604"
"1","earlobe","7","151","5.017"
"1","earnest","7","1,435","7.269"
"1","earnestly","9","326","5.787"
"1","earning","7","3,517","8.165"
"1","earnings","8","4,528","8.418"
"1","earns","5","1,238","7.121"
"1","earphone","8","142","4.956"
"1","earpiece","8","75","4.317"
"1","earthling","9","128","4.852"
"1","easiest","7","7,936","8.979"
"1","eastbound","9","168","5.124"
"1","easterner","9","50","3.912"
"1","eastward","8","302","5.710"
"1","eating","6","16,624","9.719"
"1","eavesdrop","9","138","4.927"
"1","ebb","3","548","6.306"
"1","ebbs","4","167","5.118"
"1","echelons","8","219","5.389"
"1","eclecticism","11","40","3.689"
"1","eclipse","7","2,658","7.885"
"1","economic","8","37,730","10.538"
"1","economics","9","11,937","9.387"
"1","economies","9","2,079","7.640"
"1","economist's","11","55","4.007"
"1","Ecuador","7","3,040","8.020"
"1","Eddie's","7","391","5.969"
"1","eddies","6","202","5.308"
"1","edema","5","181","5.198"
"1","edges","5","8,889","9.093"
"1","edgewise","8","92","4.522"
"1","edify","5","75","4.317"
"1","Edison","6","1,803","7.497"
"1","edited","6","10,370","9.247"
"1","Edith","5","1,023","6.930"
"1","editing","7","14,060","9.551"
"1","editions","8","4,495","8.411"
"1","editor's","8","1,552","7.347"
"1","editorialist","12","37","3.611"
"1","educator","8","915","6.819"
"1","eel","3","2,422","7.792"
"1","effect","6","67,019","11.113"
"1","effectiveness","13","5,083","8.534"
"1","effects","7","42,473","10.657"
"1","efficiencies","12","333","5.808"
"1","efficient","9","13,335","9.498"
"1","effluents","9","18","2.890"
"1","effortless","10","694","6.542"
"1","effortlessly","12","443","6.094"
"1","efforts","7","22,086","10.003"
"1","egalitarian","11","372","5.919"
"1","egg","3","14,967","9.614"
"1","eggbeater","9","25","3.219"
"1","eggcup","6","0","0.000"
"1","ego's","5","106","4.663"
"1","egoist","6","45","3.807"
"1","egregious","9","654","6.483"
"1","Egyptian","8","2,907","7.975"
"1","eh","2","13,746","9.529"
"1","eighteen","8","1,477","7.298"
"1","eighties","8","1,439","7.272"
"1","eightpenny","10","0","0.000"
"1","Eileen","6","1,095","6.999"
"1","Eileen's","8","15","2.708"
"1","either","6","192,195","12.166"
"1","ejaculate","9","458","6.127"
"1","ejaculated","10","211","5.352"
"1","ejector","7","79","4.369"
"1","elaboration","11","390","5.966"
"1","Elaine","6","2,434","7.797"
"1","elapsed","7","1,012","6.920"
"1","elderberry","10","31","3.434"
"1","elderflower","11","5","1.609"
"1","elect","5","2,831","7.948"
"1","electing","8","510","6.234"
"1","electioneer","11","2","0.693"
"1","elective","8","499","6.213"
"1","electorate","10","901","6.804"
"1","electrical","10","17,026","9.742"
"1","electricity","11","5,014","8.520"
"1","electrification","15","141","4.949"
"1","electrify","9","55","4.007"
"1","electrocardiogram","17","26","3.258"
"1","electrochemistry","16","707","6.561"
"1","electrocute","11","115","4.745"
"1","electrocution","13","213","5.361"
"1","electrode","9","558","6.324"
"1","electromagnetic","15","2,810","7.941"
"1","electromagnetism","16","193","5.263"
"1","electromyography","16","8","2.079"
"1","electronically","14","5,394","8.593"
"1","electrons","9","3,062","8.027"
"1","electroplate","12","15","2.708"
"1","elegance","8","758","6.631"
"1","elegances","9","0","0.000"
"1","elephant","8","7,010","8.855"
"1","elevated","8","1,790","7.490"
"1","elfin","5","87","4.466"
"1","elicited","8","262","5.568"
"1","eligibility","11","1,645","7.405"
"1","elimination","11","3,194","8.069"
"1","eliminations","12","91","4.511"
"1","Elizabethans","12","7","1.946"
"1","ellipses","8","192","5.257"
"1","ellipsis","8","172","5.147"
"1","elm","3","4,550","8.423"
"1","Elmira","6","225","5.416"
"1","elms","4","136","4.913"
"1","elsewhere","9","18,631","9.833"
"1","elucidated","10","270","5.598"
"1","elusory","7","0","0.000"
"1","Elvis","5","5,227","8.562"
"1","emanation","9","42","3.738"
"1","emancipate","10","76","4.331"
"1","emancipation","12","513","6.240"
